edition,country_noc,male_athletes,Mixed,Open,female_athletes,total_athletes
1998 Winter Olympics,SUI,6,0,0,1,7
1998 Winter Olympics,SWE,1,0,0,2,3
1998 Winter Olympics,UKR,0,0,0,1,1
1998 Winter Olympics,USA,3,0,2,7,12
2000 Summer Olympics,ALG,4,0,0,1,5
2000 Summer Olympics,ARG,2,0,0,2,4
2000 Summer Olympics,ARM,1,0,0,0,1
2000 Summer Olympics,AUS,28,0,4,20,52
2000 Summer Olympics,AUT,1,0,1,1,3
2000 Summer Olympics,AZE,2,0,0,1,3
2000 Summer Olympics,BAH,1,0,0,2,3
2000 Summer Olympics,BAR,1,0,0,0,1
2000 Summer Olympics,BEL,2,0,0,3,5
2000 Summer Olympics,BLR,8,0,0,8,16
2000 Summer Olympics,BRA,5,0,3,4,12
2000 Summer Olympics,BUL,8,0,0,3,11
2000 Summer Olympics,CAN,7,0,0,7,14
2000 Summer Olympics,CHI,1,0,0,0,1
2000 Summer Olympics,CHN,20,1,0,30,51
2000 Summer Olympics,CMR,1,0,0,0,1
2000 Summer Olympics,COL,0,0,0,1,1
2000 Summer Olympics,CRC,0,0,0,1,1
2000 Summer Olympics,CRO,2,0,0,0,2
2000 Summer Olympics,CUB,22,0,0,7,29
2000 Summer Olympics,CZE,7,0,0,1,8
2000 Summer Olympics,DEN,3,0,1,2,6
2000 Summer Olympics,ESP,7,0,0,4,11
2000 Summer Olympics,EST,3,0,0,0,3
2000 Summer Olympics,ETH,5,0,0,2,7
2000 Summer Olympics,FIN,3,0,1,0,4
2000 Summer Olympics,FRA,25,0,0,11,36
2000 Summer Olympics,GBR,14,1,4,9,28
2000 Summer Olympics,GEO,6,0,0,0,6
2000 Summer Olympics,GER,29,0,6,18,53
2000 Summer Olympics,GRE,8,0,0,5,13
2000 Summer Olympics,HUN,10,0,0,7,17
2000 Summer Olympics,INA,2,1,0,3,6
2000 Summer Olympics,IND,0,0,0,1,1
2000 Summer Olympics,IRI,4,0,0,0,4
2000 Summer Olympics,IRL,0,0,0,1,1
2000 Summer Olympics,ISL,0,0,0,1,1
2000 Summer Olympics,ISR,1,0,0,0,1
2000 Summer Olympics,ITA,20,0,0,11,31
2000 Summer Olympics,JAM,2,0,0,7,9
2000 Summer Olympics,JPN,5,0,0,13,18
2000 Summer Olympics,KAZ,6,0,0,1,7
2000 Summer Olympics,KEN,6,0,0,1,7
2000 Summer Olympics,KGZ,1,0,0,0,1
2000 Summer Olympics,KOR,16,0,0,10,26
2000 Summer Olympics,KSA,1,0,1,0,2
2000 Summer Olympics,KUW,1,0,0,0,1
2000 Summer Olympics,LAT,3,0,0,0,3
2000 Summer Olympics,LTU,2,0,0,3,5
2000 Summer Olympics,MAR,4,0,0,1,5
2000 Summer Olympics,MDA,2,0,0,0,2
2000 Summer Olympics,MEX,5,0,0,1,6
2000 Summer Olympics,MKD,1,0,0,0,1
2000 Summer Olympics,MOZ,0,0,0,1,1
2000 Summer Olympics,NED,6,0,4,7,17
2000 Summer Olympics,NGR,1,0,0,2,3
2000 Summer Olympics,NOR,3,0,1,5,9
2000 Summer Olympics,NZL,2,0,1,1,4
2000 Summer Olympics,POL,8,0,0,5,13
2000 Summer Olympics,POR,1,0,0,1,2
2000 Summer Olympics,PRK,2,0,0,2,4
2000 Summer Olympics,QAT,1,0,0,0,1
2000 Summer Olympics,ROU,7,0,0,15,22
2000 Summer Olympics,RSA,3,0,0,2,5
2000 Summer Olympics,RUS,47,0,0,32,79
2000 Summer Olympics,SCG,2,0,0,1,3
2000 Summer Olympics,SLO,2,0,0,0,2
2000 Summer Olympics,SRI,0,0,0,1,1
2000 Summer Olympics,SUI,3,0,1,5,9
2000 Summer Olympics,SVK,3,0,0,1,4
2000 Summer Olympics,SWE,7,0,0,4,11
2000 Summer Olympics,THA,2,0,0,1,3
2000 Summer Olympics,TPE,1,0,0,4,5
2000 Summer Olympics,TTO,1,0,0,0,1
2000 Summer Olympics,TUR,4,0,0,1,5
2000 Summer Olympics,UKR,14,0,0,7,21
2000 Summer Olympics,URU,1,0,0,0,1
2000 Summer Olympics,USA,43,0,5,34,82
2000 Summer Olympics,UZB,4,0,0,0,4
2000 Summer Olympics,VIE,0,0,0,1,1
2002 Winter Olympics,AUS,1,0,0,1,2
2002 Winter Olympics,AUT,11,0,0,1,12
2002 Winter Olympics,BLR,1,0,0,0,1
2002 Winter Olympics,BUL,0,0,0,2,2
2002 Winter Olympics,CAN,6,1,0,9,16
2002 Winter Olympics,CHN,1,1,0,4,6
2002 Winter Olympics,CRO,0,0,0,1,1
2002 Winter Olympics,CZE,1,0,0,1,2
2002 Winter Olympics,EST,2,0,0,0,2
2002 Winter Olympics,FIN,5,0,0,0,5
2002 Winter Olympics,FRA,5,1,0,5,11
2002 Winter Olympics,GBR,0,0,0,2,2
2002 Winter Olympics,GER,14,0,1,16,31
2002 Winter Olympics,ITA,4,1,0,6,11
2002 Winter Olympics,JPN,1,0,0,1,2
2002 Winter Olympics,KOR,0,0,0,3,3
2002 Winter Olympics,NED,4,0,0,2,6
2002 Winter Olympics,NOR,11,0,0,6,17
2002 Winter Olympics,POL,1,0,0,0,1
2002 Winter Olympics,RUS,5,2,0,4,11
2002 Winter Olympics,SLO,1,0,0,0,1
2002 Winter Olympics,SUI,6,0,0,4,10
2002 Winter Olympics,SWE,2,0,0,3,5
2002 Winter Olympics,USA,18,0,2,10,30
2004 Summer Olympics,ARG,2,0,1,3,6
2004 Summer Olympics,AUS,20,0,0,19,39
2004 Summer Olympics,AUT,2,0,2,2,6
2004 Summer Olympics,AZE,3,0,0,2,5
2004 Summer Olympics,BAH,0,0,0,2,2
2004 Summer Olympics,BEL,1,0,0,2,3
2004 Summer Olympics,BLR,7,0,0,6,13
2004 Summer Olympics,BRA,6,0,2,2,10
2004 Summer Olympics,BUL,7,0,0,3,10
2004 Summer Olympics,CAN,5,0,0,6,11
2004 Summer Olympics,CHI,2,0,0,0,2
2004 Summer Olympics,CHN,23,1,0,37,61
2004 Summer Olympics,CMR,0,0,0,1,1
2004 Summer Olympics,COL,0,0,0,2,2
2004 Summer Olympics,CRO,5,0,0,0,5
2004 Summer Olympics,CUB,16,0,0,11,27
2004 Summer Olympics,CZE,5,0,0,4,9
2004 Summer Olympics,DEN,4,1,0,3,8
2004 Summer Olympics,DOM,1,0,0,0,1
2004 Summer Olympics,EGY,5,0,0,0,5
2004 Summer Olympics,ERI,1,0,0,0,1
2004 Summer Olympics,ESP,12,0,2,4,18
2004 Summer Olympics,EST,3,0,0,0,3
2004 Summer Olympics,ETH,2,0,0,4,6
2004 Summer Olympics,FIN,2,0,0,0,2
2004 Summer Olympics,FRA,15,0,1,13,29
2004 Summer Olympics,GBR,14,1,3,9,27
2004 Summer Olympics,GEO,4,0,0,0,4
2004 Summer Olympics,GER,23,0,3,19,45
2004 Summer Olympics,GRE,8,0,0,8,16
2004 Summer Olympics,HKG,1,0,0,0,1
2004 Summer Olympics,HUN,10,0,0,6,16
2004 Summer Olympics,INA,3,0,0,1,4
2004 Summer Olympics,IND,1,0,0,0,1
2004 Summer Olympics,IRI,6,0,0,0,6
2004 Summer Olympics,ISR,2,0,0,0,2
2004 Summer Olympics,ITA,21,0,0,9,30
2004 Summer Olympics,JAM,1,0,0,3,4
2004 Summer Olympics,JPN,18,0,0,17,35
2004 Summer Olympics,KAZ,8,0,0,0,8
2004 Summer Olympics,KEN,5,0,0,2,7
2004 Summer Olympics,KOR,18,0,0,11,29
2004 Summer Olympics,LAT,3,0,0,1,4
2004 Summer Olympics,LTU,2,0,0,1,3
2004 Summer Olympics,MAR,1,0,0,1,2
2004 Summer Olympics,MEX,1,0,0,3,4
2004 Summer Olympics,MGL,1,0,0,0,1
2004 Summer Olympics,NED,8,0,1,9,18
2004 Summer Olympics,NGR,2,0,0,0,2
2004 Summer Olympics,NOR,3,0,0,2,5
2004 Summer Olympics,NZL,3,0,0,2,5
2004 Summer Olympics,PAR,1,0,0,0,1
2004 Summer Olympics,POL,3,0,0,5,8
2004 Summer Olympics,POR,3,0,0,0,3
2004 Summer Olympics,PRK,2,0,0,3,5
2004 Summer Olympics,ROU,6,0,0,10,16
2004 Summer Olympics,RSA,3,0,0,1,4
2004 Summer Olympics,RUS,50,0,0,34,84
2004 Summer Olympics,SCG,1,0,0,1,2
2004 Summer Olympics,SLO,1,0,1,2,4
2004 Summer Olympics,SUI,4,0,0,1,5
2004 Summer Olympics,SVK,5,0,0,1,6
2004 Summer Olympics,SWE,4,0,1,2,7
2004 Summer Olympics,SYR,1,0,0,0,1
2004 Summer Olympics,THA,3,0,0,5,8
2004 Summer Olympics,TPE,3,0,0,2,5
2004 Summer Olympics,TTO,1,0,0,0,1
2004 Summer Olympics,TUR,9,0,0,1,10
2004 Summer Olympics,UAE,1,0,0,0,1
2004 Summer Olympics,UKR,9,0,1,11,21
2004 Summer Olympics,USA,44,0,5,34,83
2004 Summer Olympics,UZB,5,0,0,0,5
2004 Summer Olympics,VEN,1,0,0,1,2
2004 Summer Olympics,ZIM,0,0,0,1,1
2006 Winter Olympics,AUS,1,0,0,1,2
2006 Winter Olympics,AUT,11,0,1,4,16
2006 Winter Olympics,BLR,1,0,0,0,1
2006 Winter Olympics,BUL,0,0,0,1,1
2006 Winter Olympics,CAN,8,0,0,12,20
2006 Winter Olympics,CHN,2,2,0,5,9
2006 Winter Olympics,CRO,1,0,0,1,2
2006 Winter Olympics,CZE,2,0,0,1,3
2006 Winter Olympics,EST,1,0,0,1,2
2006 Winter Olympics,FIN,7,0,0,2,9
2006 Winter Olympics,FRA,6,0,0,3,9
2006 Winter Olympics,GBR,0,0,0,1,1
2006 Winter Olympics,GER,8,0,1,14,23
2006 Winter Olympics,ITA,6,0,1,3,10
2006 Winter Olympics,JPN,0,0,0,1,1
2006 Winter Olympics,KOR,3,0,0,3,6
2006 Winter Olympics,LAT,1,0,0,0,1
2006 Winter Olympics,NED,4,0,0,3,7
2006 Winter Olympics,NOR,10,0,0,4,14
2006 Winter Olympics,POL,1,0,0,1,2
2006 Winter Olympics,RUS,8,2,0,8,18
2006 Winter Olympics,SUI,8,0,0,6,14
2006 Winter Olympics,SVK,1,0,0,0,1
2006 Winter Olympics,SWE,4,0,0,6,10
2006 Winter Olympics,UKR,0,1,0,1,2
2006 Winter Olympics,USA,11,1,0,8,20
2008 Summer Olympics,AFG,1,0,0,0,1
2008 Summer Olympics,ALG,1,0,0,1,2
2008 Summer Olympics,ARG,3,0,1,2,6
2008 Summer Olympics,ARM,5,0,0,0,5
2008 Summer Olympics,AUS,19,0,2,17,38
2008 Summer Olympics,AUT,1,0,0,2,3
2008 Summer Olympics,AZE,5,0,0,1,6
2008 Summer Olympics,BAH,2,0,0,0,2
2008 Summer Olympics,BEL,0,0,0,2,2
2008 Summer Olympics,BLR,8,0,0,5,13
2008 Summer Olympics,BRA,9,0,0,7,16
2008 Summer Olympics,BUL,3,0,0,2,5
2008 Summer Olympics,CAN,10,0,2,8,20
2008 Summer Olympics,CHI,1,0,0,0,1
2008 Summer Olympics,CHN,39,1,0,49,89
2008 Summer Olympics,CMR,0,0,0,1,1
2008 Summer Olympics,COL,1,0,0,2,3
2008 Summer Olympics,CRO,1,0,0,4,5
2008 Summer Olympics,CUB,20,0,0,10,30
2008 Summer Olympics,CZE,4,0,0,2,6
2008 Summer Olympics,DEN,4,0,2,1,7
2008 Summer Olympics,DOM,2,0,0,0,2
2008 Summer Olympics,ECU,1,0,0,0,1
2008 Summer Olympics,EGY,1,0,0,1,2
2008 Summer Olympics,ESP,11,0,2,5,18
2008 Summer Olympics,EST,2,0,0,0,2
2008 Summer Olympics,ETH,3,0,0,2,5
2008 Summer Olympics,FIN,2,0,0,2,4
2008 Summer Olympics,FRA,30,0,1,8,39
2008 Summer Olympics,GBR,24,0,3,19,46
2008 Summer Olympics,GEO,6,0,0,1,7
2008 Summer Olympics,GER,19,0,5,13,37
2008 Summer Olympics,GRE,2,0,0,1,3
2008 Summer Olympics,HUN,5,0,0,3,8
2008 Summer Olympics,INA,3,1,0,2,6
2008 Summer Olympics,IND,3,0,0,0,3
2008 Summer Olympics,IRI,2,0,0,0,2
2008 Summer Olympics,IRL,3,0,0,0,3
2008 Summer Olympics,ISL,1,0,0,0,1
2008 Summer Olympics,ISR,1,0,0,0,1
2008 Summer Olympics,ITA,16,0,0,11,27
2008 Summer Olympics,JAM,1,0,0,7,8
2008 Summer Olympics,JPN,11,0,0,12,23
2008 Summer Olympics,KAZ,6,0,0,3,9
2008 Summer Olympics,KEN,9,0,0,7,16
2008 Summer Olympics,KGZ,3,0,0,0,3
2008 Summer Olympics,KOR,16,1,0,12,29
2008 Summer Olympics,LAT,3,0,0,0,3
2008 Summer Olympics,LTU,4,0,0,1,5
2008 Summer Olympics,MAR,1,0,0,1,2
2008 Summer Olympics,MAS,1,0,0,0,1
2008 Summer Olympics,MDA,1,0,0,0,1
2008 Summer Olympics,MEX,1,0,0,3,4
2008 Summer Olympics,MGL,3,0,0,1,4
2008 Summer Olympics,MRI,1,0,0,0,1
2008 Summer Olympics,NED,3,0,2,11,16
2008 Summer Olympics,NGR,2,0,0,3,5
2008 Summer Olympics,NOR,5,0,0,4,9
2008 Summer Olympics,NZL,7,0,0,2,9
2008 Summer Olympics,PAN,1,0,0,0,1
2008 Summer Olympics,POL,8,0,0,3,11
2008 Summer Olympics,POR,1,0,0,1,2
2008 Summer Olympics,PRK,1,0,0,5,6
2008 Summer Olympics,ROU,2,0,0,7,9
2008 Summer Olympics,RSA,1,0,0,0,1
2008 Summer Olympics,RUS,35,0,0,23,58
2008 Summer Olympics,SAM,0,0,0,1,1
2008 Summer Olympics,SGP,0,0,0,1,1
2008 Summer Olympics,SLO,3,0,0,2,5
2008 Summer Olympics,SRB,3,0,0,0,3
2008 Summer Olympics,SUD,1,0,0,0,1
2008 Summer Olympics,SUI,4,0,1,1,6
2008 Summer Olympics,SVK,4,0,0,2,6
2008 Summer Olympics,SWE,3,0,1,1,5
2008 Summer Olympics,THA,2,0,0,4,6
2008 Summer Olympics,TJK,2,0,0,0,2
2008 Summer Olympics,TOG,1,0,0,0,1
2008 Summer Olympics,TPE,2,0,0,2,4
2008 Summer Olympics,TTO,2,0,0,0,2
2008 Summer Olympics,TUN,1,0,0,0,1
2008 Summer Olympics,TUR,4,0,0,1,5
2008 Summer Olympics,UKR,13,0,0,9,22
2008 Summer Olympics,USA,43,0,4,42,89
2008 Summer Olympics,UZB,3,0,0,1,4
2008 Summer Olympics,VEN,0,0,0,1,1
2008 Summer Olympics,VIE,1,0,0,0,1
2008 Summer Olympics,ZIM,0,0,0,1,1
2010 Winter Olympics,AUS,1,0,0,2,3
2010 Winter Olympics,AUT,7,0,1,5,13
2010 Winter Olympics,BLR,2,0,0,1,3
2010 Winter Olympics,CAN,11,1,0,13,25
2010 Winter Olympics,CHN,1,2,0,7,10
2010 Winter Olympics,CRO,2,0,0,0,2
2010 Winter Olympics,CZE,2,0,0,2,4
2010 Winter Olympics,EST,0,0,0,1,1
2010 Winter Olympics,FIN,2,0,0,2,4
2010 Winter Olympics,FRA,5,0,0,5,10
2010 Winter Olympics,GBR,0,0,0,1,1
2010 Winter Olympics,GER,9,1,1,12,23
2010 Winter Olympics,ITA,4,0,0,1,5
2010 Winter Olympics,JPN,3,0,0,2,5
2010 Winter Olympics,KAZ,0,0,0,1,1
2010 Winter Olympics,KOR,5,0,0,4,9
2010 Winter Olympics,LAT,1,0,1,0,2
2010 Winter Olympics,NED,4,0,0,4,8
2010 Winter Olympics,NOR,11,0,0,3,14
2010 Winter Olympics,POL,1,0,0,2,3
2010 Winter Olympics,RUS,9,1,0,4,14
2010 Winter Olympics,SLO,0,0,0,2,2
2010 Winter Olympics,SUI,7,0,0,1,8
2010 Winter Olympics,SVK,1,0,0,1,2
2010 Winter Olympics,SWE,4,0,0,4,8
2010 Winter Olympics,USA,18,1,0,10,29
2012 Summer Olympics,AFG,1,0,0,0,1
2012 Summer Olympics,ALG,1,0,0,0,1
2012 Summer Olympics,ARG,3,0,0,1,4
2012 Summer Olympics,ARM,2,0,0,0,2
2012 Summer Olympics,AUS,15,0,0,17,32
2012 Summer Olympics,AZE,7,0,0,2,9
2012 Summer Olympics,BAH,1,0,0,0,1
2012 Summer Olympics,BEL,1,0,0,2,3
2012 Summer Olympics,BLR,3,1,0,5,9
2012 Summer Olympics,BOT,1,0,0,0,1
2012 Summer Olympics,BRA,11,0,0,6,17
2012 Summer Olympics,BRN,0,0,0,1,1
2012 Summer Olympics,BUL,1,0,0,2,3
2012 Summer Olympics,CAN,9,0,0,9,18
2012 Summer Olympics,CHN,32,2,0,50,84
2012 Summer Olympics,CMR,0,0,0,1,1
2012 Summer Olympics,COL,4,0,0,5,9
2012 Summer Olympics,CRO,4,0,0,2,6
2012 Summer Olympics,CUB,11,0,0,4,15
2012 Summer Olympics,CYP,1,0,0,0,1
2012 Summer Olympics,CZE,6,0,0,5,11
2012 Summer Olympics,DEN,7,1,0,1,9
2012 Summer Olympics,DOM,2,0,0,0,2
2012 Summer Olympics,EGY,3,0,0,1,4
2012 Summer Olympics,ESP,7,0,0,12,19
2012 Summer Olympics,EST,2,0,0,0,2
2012 Summer Olympics,ETH,2,0,0,5,7
2012 Summer Olympics,FIN,1,0,0,2,3
2012 Summer Olympics,FRA,19,0,0,14,33
2012 Summer Olympics,GAB,1,0,0,0,1
2012 Summer Olympics,GBR,37,1,4,18,60
2012 Summer Olympics,GEO,6,0,0,0,6
2012 Summer Olympics,GER,24,0,4,13,41
2012 Summer Olympics,GRE,1,0,0,1,2
2012 Summer Olympics,GRN,1,0,0,0,1
2012 Summer Olympics,GUA,1,0,0,0,1
2012 Summer Olympics,HKG,0,0,0,1,1
2012 Summer Olympics,HUN,12,0,0,6,18
2012 Summer Olympics,INA,2,0,0,1,3
2012 Summer Olympics,IND,4,0,0,2,6
2012 Summer Olympics,IRI,13,0,0,0,13
2012 Summer Olympics,IRL,4,0,1,1,6
2012 Summer Olympics,ITA,19,0,0,7,26
2012 Summer Olympics,JAM,5,0,0,4,9
2012 Summer Olympics,JPN,18,0,0,16,34
2012 Summer Olympics,KAZ,7,0,0,4,11
2012 Summer Olympics,KEN,7,0,0,5,12
2012 Summer Olympics,KOR,20,0,0,7,27
2012 Summer Olympics,KSA,0,0,1,0,1
2012 Summer Olympics,KUW,1,0,0,0,1
2012 Summer Olympics,LAT,2,0,0,0,2
2012 Summer Olympics,LTU,2,0,0,3,5
2012 Summer Olympics,MAR,1,0,0,0,1
2012 Summer Olympics,MAS,1,0,0,1,2
2012 Summer Olympics,MEX,2,0,0,6,8
2012 Summer Olympics,MGL,4,0,0,1,5
2012 Summer Olympics,MNE,0,0,0,1,1
2012 Summer Olympics,NED,5,0,4,10,19
2012 Summer Olympics,NOR,3,0,0,1,4
2012 Summer Olympics,NZL,7,0,1,5,13
2012 Summer Olympics,POL,6,0,0,5,11
2012 Summer Olympics,POR,1,0,0,0,1
2012 Summer Olympics,PRK,4,0,0,3,7
2012 Summer Olympics,PUR,2,0,0,0,2
2012 Summer Olympics,QAT,2,0,0,0,2
2012 Summer Olympics,ROU,2,0,0,4,6
2012 Summer Olympics,RSA,3,0,0,2,5
2012 Summer Olympics,RUS,31,0,0,27,58
2012 Summer Olympics,SGP,0,0,0,1,1
2012 Summer Olympics,SLO,3,0,0,1,4
2012 Summer Olympics,SRB,2,0,0,2,4
2012 Summer Olympics,SUI,2,0,1,1,4
2012 Summer Olympics,SVK,2,0,0,2,4
2012 Summer Olympics,SWE,6,0,1,1,8
2012 Summer Olympics,THA,1,0,0,3,4
2012 Summer Olympics,TJK,0,0,0,1,1
2012 Summer Olympics,TPE,0,0,0,2,2
2012 Summer Olympics,TTO,4,0,0,0,4
2012 Summer Olympics,TUN,1,0,0,1,2
2012 Summer Olympics,TUR,2,0,0,1,3
2012 Summer Olympics,UGA,1,0,0,0,1
2012 Summer Olympics,UKR,8,0,0,9,17
2012 Summer Olympics,USA,39,1,0,51,91
2012 Summer Olympics,UZB,3,0,0,0,3
2012 Summer Olympics,VEN,1,0,0,0,1
2012 Summer Olympics,VIE,1,0,0,0,1
2014 Winter Olympics,AUS,1,0,0,2,3
2014 Winter Olympics,AUT,8,0,1,6,15
2014 Winter Olympics,BLR,1,0,0,3,4
2014 Winter Olympics,CAN,11,2,0,11,24
2014 Winter Olympics,CHN,3,0,0,5,8
2014 Winter Olympics,CRO,1,0,0,0,1
2014 Winter Olympics,CZE,2,1,0,4,7
2014 Winter Olympics,FIN,2,0,0,2,4
2014 Winter Olympics,FRA,10,0,0,3,13
2014 Winter Olympics,GBR,2,0,0,3,5
2014 Winter Olympics,GER,6,2,1,8,17
2014 Winter Olympics,ITA,2,1,0,3,6
2014 Winter Olympics,JPN,6,0,0,2,8
2014 Winter Olympics,KAZ,1,0,0,0,1
2014 Winter Olympics,KOR,1,0,0,5,6
2014 Winter Olympics,LAT,3,1,1,0,5
2014 Winter Olympics,NED,10,0,0,6,16
2014 Winter Olympics,NOR,12,1,0,9,22
2014 Winter Olympics,POL,3,0,0,2,5
2014 Winter Olympics,RUS,14,5,0,7,26
2014 Winter Olympics,SLO,2,0,0,3,5
2014 Winter Olympics,SUI,5,0,0,5,10
2014 Winter Olympics,SVK,0,0,0,1,1
2014 Winter Olympics,SWE,7,0,0,5,12
2014 Winter Olympics,UKR,0,0,0,2,2
2014 Winter Olympics,USA,13,1,0,13,27
2016 Summer Olympics,ALG,1,0,0,0,1
2016 Summer Olympics,ARG,2,1,0,1,4
2016 Summer Olympics,ARM,4,0,0,0,4
2016 Summer Olympics,AUS,15,1,1,12,29
2016 Summer Olympics,AUT,0,1,0,0,1
2016 Summer Olympics,AZE,14,0,0,4,18
2016 Summer Olympics,BAH,1,0,0,1,2
2016 Summer Olympics,BDI,0,0,0,1,1
2016 Summer Olympics,BEL,4,0,0,2,6
2016 Summer Olympics,BLR,5,0,0,4,9
2016 Summer Olympics,BRA,13,0,0,5,18
2016 Summer Olympics,BRN,0,0,0,2,2
2016 Summer Olympics,BUL,0,0,0,3,3
2016 Summer Olympics,CAN,4,0,1,14,19
2016 Summer Olympics,CHN,26,1,0,40,67
2016 Summer Olympics,CIV,1,0,0,1,2
2016 Summer Olympics,COL,4,0,0,4,8
2016 Summer Olympics,CRO,7,0,0,3,10
2016 Summer Olympics,CUB,9,0,0,2,11
2016 Summer Olympics,CZE,6,1,0,3,10
2016 Summer Olympics,DEN,7,0,0,8,15
2016 Summer Olympics,DOM,1,0,0,0,1
2016 Summer Olympics,EGY,1,0,0,2,3
2016 Summer Olympics,ESP,7,0,0,8,15
2016 Summer Olympics,EST,1,0,0,0,1
2016 Summer Olympics,ETH,3,0,0,4,7
2016 Summer Olympics,FIJ,1,0,0,0,1
2016 Summer Olympics,FIN,0,0,0,1,1
2016 Summer Olympics,FRA,27,0,3,11,41
2016 Summer Olympics,GBR,34,0,3,22,59
2016 Summer Olympics,GEO,7,0,0,0,7
2016 Summer Olympics,GER,19,0,5,14,38
2016 Summer Olympics,GRE,3,0,0,2,5
2016 Summer Olympics,GRN,1,0,0,0,1
2016 Summer Olympics,HUN,5,0,0,6,11
2016 Summer Olympics,INA,1,1,0,1,3
2016 Summer Olympics,IND,0,0,0,2,2
2016 Summer Olympics,IOA,2,0,0,0,2
2016 Summer Olympics,IRI,7,0,0,1,8
2016 Summer Olympics,IRL,1,0,0,1,2
2016 Summer Olympics,ISR,1,0,0,1,2
2016 Summer Olympics,ITA,16,0,0,10,26
2016 Summer Olympics,JAM,4,0,0,5,9
2016 Summer Olympics,JOR,1,0,0,0,1
2016 Summer Olympics,JPN,19,0,0,18,37
2016 Summer Olympics,KAZ,9,0,0,8,17
2016 Summer Olympics,KEN,6,0,0,6,12
2016 Summer Olympics,KOR,12,0,0,8,20
2016 Summer Olympics,KOS,0,0,0,1,1
2016 Summer Olympics,LTU,3,0,0,1,4
2016 Summer Olympics,MAR,1,0,0,0,1
2016 Summer Olympics,MAS,3,1,0,1,5
2016 Summer Olympics,MEX,3,0,0,2,5
2016 Summer Olympics,MGL,1,0,0,1,2
2016 Summer Olympics,NED,7,0,0,11,18
2016 Summer Olympics,NGR,1,0,0,0,1
2016 Summer Olympics,NIG,1,0,0,0,1
2016 Summer Olympics,NOR,3,0,0,1,4
2016 Summer Olympics,NZL,7,0,0,10,17
2016 Summer Olympics,PHI,0,0,0,1,1
2016 Summer Olympics,POL,3,0,0,8,11
2016 Summer Olympics,POR,0,0,0,1,1
2016 Summer Olympics,PRK,3,0,0,4,7
2016 Summer Olympics,PUR,0,0,0,1,1
2016 Summer Olympics,QAT,1,0,0,0,1
2016 Summer Olympics,ROU,2,0,0,2,4
2016 Summer Olympics,RSA,7,0,0,2,9
2016 Summer Olympics,RUS,26,0,0,27,53
2016 Summer Olympics,SGP,1,0,0,0,1
2016 Summer Olympics,SLO,2,0,0,2,4
2016 Summer Olympics,SRB,4,0,0,4,8
2016 Summer Olympics,SUI,3,0,0,4,7
2016 Summer Olympics,SVK,4,0,0,0,4
2016 Summer Olympics,SWE,2,0,1,6,9
2016 Summer Olympics,THA,2,0,0,4,6
2016 Summer Olympics,TJK,1,0,0,0,1
2016 Summer Olympics,TPE,0,0,0,3,3
2016 Summer Olympics,TTO,1,0,0,0,1
2016 Summer Olympics,TUN,1,0,0,2,3
2016 Summer Olympics,TUR,7,0,0,1,8
2016 Summer Olympics,UAE,1,0,0,0,1
2016 Summer Olympics,UKR,7,0,0,2,9
2016 Summer Olympics,USA,50,2,3,49,104
2016 Summer Olympics,UZB,13,0,0,0,13
2016 Summer Olympics,VEN,1,0,0,2,3
2016 Summer Olympics,VIE,1,0,0,0,1
2018 Winter Olympics,AUS,3,0,0,0,3
2018 Winter Olympics,AUT,7,2,1,3,13
2018 Winter Olympics,BEL,1,0,0,0,1
2018 Winter Olympics,BLR,0,0,0,2,2
2018 Winter Olympics,CAN,11,5,0,10,26
2018 Winter Olympics,CHN,3,1,0,4,8
2018 Winter Olympics,CZE,1,0,0,5,6
2018 Winter Olympics,ESP,2,0,0,0,2
2018 Winter Olympics,FIN,1,0,0,3,4
2018 Winter Olympics,FRA,6,2,0,5,13
2018 Winter Olympics,GBR,2,0,0,3,5
2018 Winter Olympics,GER,10,2,4,8,24
2018 Winter Olympics,HUN,1,0,0,0,1
2018 Winter Olympics,ITA,3,1,0,4,8
2018 Winter Olympics,JPN,5,0,0,5,10
2018 Winter Olympics,KAZ,0,0,0,1,1
2018 Winter Olympics,KOR,9,0,1,5,15
2018 Winter Olympics,LAT,1,0,0,0,1
2018 Winter Olympics,LIE,0,0,0,1,1
2018 Winter Olympics,NED,6,0,0,9,15
2018 Winter Olympics,NOR,17,3,0,7,27
2018 Winter Olympics,NZL,1,0,0,1,2
2018 Winter Olympics,POL,2,0,0,0,2
2018 Winter Olympics,ROC,9,1,0,5,15
2018 Winter Olympics,SLO,2,0,0,0,2
2018 Winter Olympics,SUI,6,2,0,5,13
2018 Winter Olympics,SVK,0,0,0,1,1
2018 Winter Olympics,SWE,4,0,0,7,11
2018 Winter Olympics,UKR,1,0,0,0,1
2018 Winter Olympics,USA,9,2,0,10,21
2020 Summer Olympics,ARG,2,0,0,1,3
2020 Summer Olympics,ARM,4,0,0,0,4
2020 Summer Olympics,AUS,20,2,2,15,39
2020 Summer Olympics,AUT,3,0,0,4,7
2020 Summer Olympics,AZE,4,0,0,3,7
2020 Summer Olympics,BAH,1,0,0,1,2
2020 Summer Olympics,BEL,4,0,1,2,7
2020 Summer Olympics,BER,0,0,0,1,1
2020 Summer Olympics,BLR,3,0,0,4,7
2020 Summer Olympics,BOT,1,0,0,0,1
2020 Summer Olympics,BRA,12,0,0,8,20
2020 Summer Olympics,BRN,0,0,0,1,1
